pH	C:NaCl	C:U	C:BC	T	Time	C/C0
3.5	1.00E-03	1.00E-05	0	25	4	0.05263
3.5	1.00E-03	1.00E-05	0	25	8	0.05263
3.5	1.00E-03	1.00E-05	0	25	12	0.05263
3.5	1.00E-03	1.00E-05	0	25	16	0.05263
3.5	1.00E-03	1.00E-05	0	25	20	0.26316
3.5	1.00E-03	1.00E-05	0	25	24	0.33684
3.5	1.00E-03	1.00E-05	0	25	28	0.45789
3.5	1.00E-03	1.00E-05	0	25	32	0.51053
3.5	1.00E-03	1.00E-05	0	25	36	0.56842
3.5	1.00E-03	1.00E-05	0	25	40	0.61053
3.5	1.00E-03	1.00E-05	0	25	44	0.66316
3.5	1.00E-03	1.00E-05	0	25	48	0.70526
3.5	1.00E-03	1.00E-05	0	25	52	0.7
3.5	1.00E-03	1.00E-05	0	25	56	0.75789
3.5	1.00E-03	1.00E-05	0	25	60	0.68421
3.5	1.00E-03	1.00E-05	0	25	64	0.73684
3.5	1.00E-03	1.00E-05	0	25	68	0.71053
3.5	1.00E-03	1.00E-05	0	25	72	0.73158
3.5	1.00E-03	1.00E-05	0	25	76	0.69474
3.5	1.00E-03	1.00E-05	0	25	80	0.70526
3.5	1.00E-03	1.00E-05	0	25	84	0.7
3.5	1.00E-03	1.00E-05	0	25	88	0.72105
3.5	1.00E-03	1.00E-05	0	25	92	0.76316
3.5	1.00E-03	1.00E-05	0	25	96	0.76316
3.5	1.00E-03	1.00E-05	0	25	100	0.72632
3.5	1.00E-03	1.00E-05	0	25	104	0.73158
3.5	1.00E-03	1.00E-05	0	25	108	0.74737
3.5	1.00E-03	1.00E-05	0	25	112	0.75263
3.5	1.00E-03	1.00E-05	0	25	116	0.75789
3.5	1.00E-03	1.00E-05	0	25	120	0.74737
3.5	1.00E-03	1.00E-05	0	25	124	0.72105
3.5	1.00E-03	1.00E-05	0	25	128	0.78421
3.5	1.00E-03	1.00E-05	0	25	132	0.84737
3.5	1.00E-03	1.00E-05	0	25	136	0.84737
3.5	1.00E-03	1.00E-05	0	25	140	0.81579
3.5	1.00E-03	1.00E-05	0	25	144	0.80526
3.5	1.00E-03	1.00E-05	0	25	148	0.78947
3.5	1.00E-03	1.00E-05	0	25	152	0.83684
3.5	1.00E-03	1.00E-05	0	25	156	0.83158
3.5	1.00E-03	1.00E-05	0	25	160	0.82105
3.5	1.00E-03	1.00E-05	0	25	164	0.83684
3.5	1.00E-03	1.00E-05	0	25	168	0.78421
3.5	1.00E-03	1.00E-05	0	25	172	0.78421
3.5	1.00E-03	1.00E-05	0	25	176	0.81053
3.5	1.00E-03	1.00E-05	0	25	180	0.74737
3.5	1.00E-03	1.00E-05	0	25	184	0.87368
3.5	1.00E-03	1.00E-05	0	25	188	0.76316
3.5	1.00E-03	1.00E-05	0	25	192	0.8
3.5	1.00E-03	1.00E-05	0	25	196	0.78947
3.5	1.00E-03	1.00E-05	0	25	200	0.86842
3.5	1.00E-03	1.00E-05	0	25	204	0.82105
3.5	1.00E-03	1.00E-05	0	25	208	0.84211
3.5	1.00E-03	1.00E-05	0	25	212	0.89474
3.5	1.00E-03	1.00E-05	0	25	216	0.5
3.5	1.00E-03	1.00E-05	0	25	220	0.34211
3.5	1.00E-03	1.00E-05	0	25	224	0.27368
3.5	1.00E-03	1.00E-05	0	25	228	0.02632
3.5	1.00E-03	1.00E-05	0	25	232	0.01053
3.5	1.00E-03	1.00E-05	0	25	236	0.00526
3.5	1.00E-03	1.00E-05	0	25	240	0.01053
3.5	1.00E-03	1.00E-05	0	25	4	0.0122
3.5	1.00E-03	1.00E-05	0	25	8	0.03659
3.5	1.00E-03	1.00E-05	0	25	12	0.04878
3.5	1.00E-03	1.00E-05	0	25	16	0.06098
3.5	1.00E-03	1.00E-05	0	25	20	0.12195
3.5	1.00E-03	1.00E-05	0	25	24	0.23171
3.5	1.00E-03	1.00E-05	0	25	28	0.43902
3.5	1.00E-03	1.00E-05	0	25	32	0.58537
3.5	1.00E-03	1.00E-05	0	25	36	0.59756
3.5	1.00E-03	1.00E-05	0	25	40	0.63415
3.5	1.00E-03	1.00E-05	0	25	44	0.67073
3.5	1.00E-03	1.00E-05	0	25	48	0.71951
3.5	1.00E-03	1.00E-05	0	25	52	0.68293
3.5	1.00E-03	1.00E-05	0	25	56	0.7439
3.5	1.00E-03	1.00E-05	0	25	60	0.70732
3.5	1.00E-03	1.00E-05	0	25	64	0.7561
3.5	1.00E-03	1.00E-05	0	25	68	0.78049
3.5	1.00E-03	1.00E-05	0	25	72	0.7439
3.5	1.00E-03	1.00E-05	0	25	76	0.73171
3.5	1.00E-03	1.00E-05	0	25	80	0.76829
3.5	1.00E-03	1.00E-05	0	25	84	0.71951
3.5	1.00E-03	1.00E-05	0	25	88	0.7561
3.5	1.00E-03	1.00E-05	0	25	92	0.80488
3.5	1.00E-03	1.00E-05	0	25	96	0.7439
3.5	1.00E-03	1.00E-05	0	25	100	0.71951
3.5	1.00E-03	1.00E-05	0	25	104	0.7561
3.5	1.00E-03	1.00E-05	0	25	108	0.78049
3.5	1.00E-03	1.00E-05	0	25	112	0.7561
3.5	1.00E-03	1.00E-05	0	25	116	0.78049
3.5	1.00E-03	1.00E-05	0	25	120	0.76829
3.5	1.00E-03	1.00E-05	0	25	124	0.71951
3.5	1.00E-03	1.00E-05	0	25	128	0.78049
3.5	1.00E-03	1.00E-05	0	25	132	0.78049
3.5	1.00E-03	1.00E-05	0	25	136	0.7439
3.5	1.00E-03	1.00E-05	0	25	140	0.80488
3.5	1.00E-03	1.00E-05	0	25	144	0.78049
3.5	1.00E-03	1.00E-05	0	25	148	0.82927
3.5	1.00E-03	1.00E-05	0	25	152	0.79268
3.5	1.00E-03	1.00E-05	0	25	156	0.82927
3.5	1.00E-03	1.00E-05	0	25	160	0.80488
3.5	1.00E-03	1.00E-05	0	25	164	0.7561
3.5	1.00E-03	1.00E-05	0	25	168	0.79268
3.5	1.00E-03	1.00E-05	0	25	172	0.84146
3.5	1.00E-03	1.00E-05	0	25	176	0.80488
3.5	1.00E-03	1.00E-05	0	25	180	0.7561
3.5	1.00E-03	1.00E-05	0	25	184	0.79268
3.5	1.00E-03	1.00E-05	0	25	188	0.81707
3.5	1.00E-03	1.00E-05	0	25	192	0.80488
3.5	1.00E-03	1.00E-05	0	25	196	0.84146
3.5	1.00E-03	1.00E-05	0	25	200	0.82927
3.5	1.00E-03	1.00E-05	0	25	204	0.81707
3.5	1.00E-03	1.00E-05	0	25	208	0.79268
3.5	1.00E-03	1.00E-05	0	25	212	0.80488
3.5	1.00E-03	1.00E-05	0	25	216	0.58537
3.5	1.00E-03	1.00E-05	0	25	220	0.2561
3.5	1.00E-03	1.00E-05	0	25	224	0.10976
3.5	1.00E-03	1.00E-05	0	25	228	0.06098
3.5	1.00E-03	1.00E-05	0	25	232	0.04878
3.5	1.00E-03	1.00E-05	0	25	236	0.03659
3.5	1.00E-03	1.00E-05	0	25	240	0.02439
3.5	1.00E-03	1.00E-05	0	25	4	0
3.5	1.00E-03	1.00E-05	0	25	8	0.00791
3.5	1.00E-03	1.00E-05	0	25	12	0.00395
3.5	1.00E-03	1.00E-05	0	25	16	0.01186
3.5	1.00E-03	1.00E-05	0	25	20	0.00791
3.5	1.00E-03	1.00E-05	0	25	24	0.01581
3.5	1.00E-03	1.00E-05	0	25	28	0.00791
3.5	1.00E-03	1.00E-05	0	25	32	0
3.5	1.00E-03	1.00E-05	0	25	36	0.05534
3.5	1.00E-03	1.00E-05	0	25	40	0.08696
3.5	1.00E-03	1.00E-05	0	25	44	0.07115
3.5	1.00E-03	1.00E-05	0	25	48	0.11067
3.5	1.00E-03	1.00E-05	0	25	52	0.13043
3.5	1.00E-03	1.00E-05	0	25	56	0.18577
3.5	1.00E-03	1.00E-05	0	25	60	0.24506
3.5	1.00E-03	1.00E-05	0	25	64	0.23715
3.5	1.00E-03	1.00E-05	0	25	68	0.32411
3.5	1.00E-03	1.00E-05	0	25	72	0.3913
3.5	1.00E-03	1.00E-05	0	25	76	0.42688
3.5	1.00E-03	1.00E-05	0	25	80	0.48617
3.5	1.00E-03	1.00E-05	0	25	84	0.52569
3.5	1.00E-03	1.00E-05	0	25	88	0.54941
3.5	1.00E-03	1.00E-05	0	25	92	0.56917
3.5	1.00E-03	1.00E-05	0	25	96	0.58498
3.5	1.00E-03	1.00E-05	0	25	100	0.6166
3.5	1.00E-03	1.00E-05	0	25	104	0.63241
3.5	1.00E-03	1.00E-05	0	25	108	0.67194
3.5	1.00E-03	1.00E-05	0	25	112	0.6917
3.5	1.00E-03	1.00E-05	0	25	116	0.71146
3.5	1.00E-03	1.00E-05	0	25	120	0.70751
3.5	1.00E-03	1.00E-05	0	25	124	0.72727
3.5	1.00E-03	1.00E-05	0	25	128	0.72727
3.5	1.00E-03	1.00E-05	0	25	132	0.78656
3.5	1.00E-03	1.00E-05	0	25	136	0.75494
3.5	1.00E-03	1.00E-05	0	25	140	0.79051
3.5	1.00E-03	1.00E-05	0	25	144	0.75494
3.5	1.00E-03	1.00E-05	0	25	148	0.75889
3.5	1.00E-03	1.00E-05	0	25	152	0.77075
3.5	1.00E-03	1.00E-05	0	25	156	0.77866
3.5	1.00E-03	1.00E-05	0	25	160	0.82609
3.5	1.00E-03	1.00E-05	0	25	164	0.80632
3.5	1.00E-03	1.00E-05	0	25	168	0.81423
3.5	1.00E-03	1.00E-05	0	25	172	0.78261
3.5	1.00E-03	1.00E-05	0	25	176	0.79842
3.5	1.00E-03	1.00E-05	0	25	180	0.80237
3.5	1.00E-03	1.00E-05	0	25	184	0.81423
3.5	1.00E-03	1.00E-05	0	25	188	0.78656
3.5	1.00E-03	1.00E-05	0	25	192	0.75889
3.5	1.00E-03	1.00E-05	0	25	196	0.81818
3.5	1.00E-03	1.00E-05	0	25	200	0.76285
3.5	1.00E-03	1.00E-05	0	25	204	0.7668
3.5	1.00E-03	1.00E-05	0	25	208	0.79842
3.5	1.00E-03	1.00E-05	0	25	212	0.76285
3.5	1.00E-03	1.00E-05	0	25	216	0.80632
3.5	1.00E-03	1.00E-05	0	25	220	0.70751
3.5	1.00E-03	1.00E-05	0	25	224	0.40316
3.5	1.00E-03	1.00E-05	0	25	228	0.12648
3.5	1.00E-03	1.00E-05	0	25	232	0.07905
3.5	1.00E-03	1.00E-05	0	25	236	0.11067
3.5	1.00E-03	1.00E-05	0	25	240	0.083
3.5	1.00E-03	1.00E-05	0	25	4	0.01478
3.5	1.00E-03	1.00E-05	0	25	8	0.03941
3.5	1.00E-03	1.00E-05	0	25	12	0.00493
3.5	1.00E-03	1.00E-05	0	25	16	0.01478
3.5	1.00E-03	1.00E-05	0	25	20	0.4335
3.5	1.00E-03	1.00E-05	0	25	24	0.62069
3.5	1.00E-03	1.00E-05	0	25	28	0.67488
3.5	1.00E-03	1.00E-05	0	25	32	0.71921
3.5	1.00E-03	1.00E-05	0	25	36	0.75369
3.5	1.00E-03	1.00E-05	0	25	40	0.8867
3.5	1.00E-03	1.00E-05	0	25	44	0.83251
3.5	1.00E-03	1.00E-05	0	25	48	0.87192
3.5	1.00E-03	1.00E-05	0	25	52	0.89655
3.5	1.00E-03	1.00E-05	0	25	56	0.95567
3.5	1.00E-03	1.00E-05	0	25	60	0.97044
3.5	1.00E-03	1.00E-05	0	25	64	0.98522
3.5	1.00E-03	1.00E-05	0	25	68	1.00985
3.5	1.00E-03	1.00E-05	0	25	72	1.00985
3.5	1.00E-03	1.00E-05	0	25	76	0.9803
3.5	1.00E-03	1.00E-05	0	25	80	0.96059
3.5	1.00E-03	1.00E-05	0	25	84	0.98522
3.5	1.00E-03	1.00E-05	0	25	88	1.00985
3.5	1.00E-03	1.00E-05	0	25	92	1
3.5	1.00E-03	1.00E-05	0	25	96	1.02956
3.5	1.00E-03	1.00E-05	0	25	100	0.98522
3.5	1.00E-03	1.00E-05	0	25	104	1.00493
3.5	1.00E-03	1.00E-05	0	25	108	0.9803
3.5	1.00E-03	1.00E-05	0	25	112	1.00493
3.5	1.00E-03	1.00E-05	0	25	116	1.00493
3.5	1.00E-03	1.00E-05	0	25	120	1.01478
3.5	1.00E-03	1.00E-05	0	25	124	1
3.5	1.00E-03	1.00E-05	0	25	128	0.95074
3.5	1.00E-03	1.00E-05	0	25	132	1.0197
3.5	1.00E-03	1.00E-05	0	25	136	1.01478
3.5	1.00E-03	1.00E-05	0	25	140	1
3.5	1.00E-03	1.00E-05	0	25	144	1
3.5	1.00E-03	1.00E-05	0	25	148	0.93596
3.5	1.00E-03	1.00E-05	0	25	152	0.99015
3.5	1.00E-03	1.00E-05	0	25	156	1.02956
3.5	1.00E-03	1.00E-05	0	25	160	1.01478
3.5	1.00E-03	1.00E-05	0	25	164	1
3.5	1.00E-03	1.00E-05	0	25	168	0.95074
3.5	1.00E-03	1.00E-05	0	25	172	0.97537
3.5	1.00E-03	1.00E-05	0	25	176	0.97537
3.5	1.00E-03	1.00E-05	0	25	180	0.95074
3.5	1.00E-03	1.00E-05	0	25	184	0.97537
3.5	1.00E-03	1.00E-05	0	25	188	0.97044
3.5	1.00E-03	1.00E-05	0	25	192	0.99015
3.5	1.00E-03	1.00E-05	0	25	196	0.98522
3.5	1.00E-03	1.00E-05	0	25	200	0.94089
3.5	1.00E-03	1.00E-05	0	25	204	1.02956
3.5	1.00E-03	1.00E-05	0	25	208	0.97044
3.5	1.00E-03	1.00E-05	0	25	212	0.93103
3.5	1.00E-03	1.00E-05	0	25	216	0.47291
3.5	1.00E-03	1.00E-05	0	25	220	0.27586
3.5	1.00E-03	1.00E-05	0	25	224	0.05419
3.5	1.00E-03	1.00E-05	0	25	228	0.00985
3.5	1.00E-03	1.00E-05	0	25	232	0.02463
3.5	1.00E-03	1.00E-05	0	25	236	0.01478
3.5	1.00E-03	1.00E-05	0	25	240	0.01478
6.0 	1.00E-03	1.00E-05	0	25	4	0.03789
6	1.00E-03	1.00E-05	0	25	8	0.07176
6.0 	1.00E-03	1.00E-05	0	25	12	5.74053E-4
6	1.00E-03	1.00E-05	0	25	16	0.0465
6.0 	1.00E-03	1.00E-05	0	25	20	0.47704
6	1.00E-03	1.00E-05	0	25	24	0.89495
6.0 	1.00E-03	1.00E-05	0	25	28	0.94374
6	1.00E-03	1.00E-05	0	25	32	0.95121
6.0 	1.00E-03	1.00E-05	0	25	36	0.95408
6	1.00E-03	1.00E-05	0	25	40	0.96785
6.0 	1.00E-03	1.00E-05	0	25	44	0.9667
6	1.00E-03	1.00E-05	0	25	48	1.00459
6.0 	1.00E-03	1.00E-05	0	25	52	0.95121
6	1.00E-03	1.00E-05	0	25	56	0.99656
6.0 	1.00E-03	1.00E-05	0	25	60	1.00344
6	1.00E-03	1.00E-05	0	25	64	1.02813
6.0 	1.00E-03	1.00E-05	0	25	68	0.99656
6	1.00E-03	1.00E-05	0	25	72	0.97933
6.0 	1.00E-03	1.00E-05	0	25	76	0.97819
6	1.00E-03	1.00E-05	0	25	80	0.96958
6.0 	1.00E-03	1.00E-05	0	25	84	0.99024
6	1.00E-03	1.00E-05	0	25	88	0.97876
6.0 	1.00E-03	1.00E-05	0	25	92	0.93398
6	1.00E-03	1.00E-05	0	25	96	0.99943
6.0 	1.00E-03	1.00E-05	0	25	100	0.98794
6	1.00E-03	1.00E-05	0	25	104	0.98909
6.0 	1.00E-03	1.00E-05	0	25	108	0.96269
6	1.00E-03	1.00E-05	0	25	112	0.99713
6.0 	1.00E-03	1.00E-05	0	25	116	0.98278
6	1.00E-03	1.00E-05	0	25	120	0.95235
6.0 	1.00E-03	1.00E-05	0	25	124	0.99483
6	1.00E-03	1.00E-05	0	25	128	0.97359
6.0 	1.00E-03	1.00E-05	0	25	132	0.93685
6	1.00E-03	1.00E-05	0	25	136	0.92997
6.0 	1.00E-03	1.00E-05	0	25	140	0.96096
6	1.00E-03	1.00E-05	0	25	144	0.89036
6.0 	1.00E-03	1.00E-05	0	25	148	0.93858
6	1.00E-03	1.00E-05	0	25	152	0.90815
6.0 	1.00E-03	1.00E-05	0	25	156	0.94719
6	1.00E-03	1.00E-05	0	25	160	0.92135
6.0 	1.00E-03	1.00E-05	0	25	164	0.907
6	1.00E-03	1.00E-05	0	25	168	0.91217
6.0 	1.00E-03	1.00E-05	0	25	172	0.91848
6	1.00E-03	1.00E-05	0	25	176	0.92365
6.0 	1.00E-03	1.00E-05	0	25	180	0.91447
6	1.00E-03	1.00E-05	0	25	184	0.91619
6.0 	1.00E-03	1.00E-05	0	25	188	0.98565
6	1.00E-03	1.00E-05	0	25	192	0.938
6.0 	1.00E-03	1.00E-05	0	25	196	0.91963
6	1.00E-03	1.00E-05	0	25	200	0.92365
6.0 	1.00E-03	1.00E-05	0	25	204	0.99024
6	1.00E-03	1.00E-05	0	25	208	0.94087
6.0 	1.00E-03	1.00E-05	0	25	212	0.92135
6	1.00E-03	1.00E-05	0	25	216	0.57979
6.0 	1.00E-03	1.00E-05	0	25	220	0.07865
6	1.00E-03	1.00E-05	0	25	224	0.00804
6.0 	1.00E-03	1.00E-05	0	25	228	0.0287
6	1.00E-03	1.00E-05	0	25	232	0.0178
6.0 	1.00E-03	1.00E-05	0	25	236	0.02067
6	1.00E-03	1.00E-05	0	25	240	0.06831
6.0 	1.00E-03	1.00E-05	0	25	4	0
6	1.00E-03	1.00E-05	0	25	8	0
6.0 	1.00E-03	1.00E-05	0	25	12	0.06897
6	1.00E-03	1.00E-05	0	25	16	0.13793
6.0 	1.00E-03	1.00E-05	0	25	20	0.21839
6	1.00E-03	1.00E-05	0	25	24	0.58621
6.0 	1.00E-03	1.00E-05	0	25	28	0.83908
6	1.00E-03	1.00E-05	0	25	32	0.85057
6.0 	1.00E-03	1.00E-05	0	25	36	0.88506
6	1.00E-03	1.00E-05	0	25	40	0.95402
6.0 	1.00E-03	1.00E-05	0	25	44	0.86207
6	1.00E-03	1.00E-05	0	25	48	0.91954
6.0 	1.00E-03	1.00E-05	0	25	52	0.91954
6	1.00E-03	1.00E-05	0	25	56	0.93103
6.0 	1.00E-03	1.00E-05	0	25	60	0.97701
6	1.00E-03	1.00E-05	0	25	64	0.91954
6.0 	1.00E-03	1.00E-05	0	25	68	0.98851
6	1.00E-03	1.00E-05	0	25	72	0.91954
6.0 	1.00E-03	1.00E-05	0	25	76	0.90805
6	1.00E-03	1.00E-05	0	25	80	0.93103
6.0 	1.00E-03	1.00E-05	0	25	84	0.90805
6	1.00E-03	1.00E-05	0	25	88	0.91954
6.0 	1.00E-03	1.00E-05	0	25	92	0.91954
6	1.00E-03	1.00E-05	0	25	96	0.95402
6.0 	1.00E-03	1.00E-05	0	25	100	0.93103
6	1.00E-03	1.00E-05	0	25	104	0.95402
6.0 	1.00E-03	1.00E-05	0	25	108	0.93103
6	1.00E-03	1.00E-05	0	25	112	0.91954
6.0 	1.00E-03	1.00E-05	0	25	116	0.88506
6	1.00E-03	1.00E-05	0	25	120	0.94253
6.0 	1.00E-03	1.00E-05	0	25	124	1
6	1.00E-03	1.00E-05	0	25	128	0.93103
6.0 	1.00E-03	1.00E-05	0	25	132	1.01149
6	1.00E-03	1.00E-05	0	25	136	0.94253
6.0 	1.00E-03	1.00E-05	0	25	140	0.97701
6	1.00E-03	1.00E-05	0	25	144	0.91954
6.0 	1.00E-03	1.00E-05	0	25	148	0.91954
6	1.00E-03	1.00E-05	0	25	152	0.94253
6.0 	1.00E-03	1.00E-05	0	25	156	0.89655
6	1.00E-03	1.00E-05	0	25	160	0.95402
6.0 	1.00E-03	1.00E-05	0	25	164	0.91954
6	1.00E-03	1.00E-05	0	25	168	0.93103
6.0 	1.00E-03	1.00E-05	0	25	172	0.98851
6	1.00E-03	1.00E-05	0	25	176	0.95402
6.0 	1.00E-03	1.00E-05	0	25	180	0.91954
6	1.00E-03	1.00E-05	0	25	184	0.94253
6.0 	1.00E-03	1.00E-05	0	25	188	0.93103
6	1.00E-03	1.00E-05	0	25	192	0.95402
6.0 	1.00E-03	1.00E-05	0	25	196	0.94253
6	1.00E-03	1.00E-05	0	25	200	0.90805
6.0 	1.00E-03	1.00E-05	0	25	204	0.90805
6	1.00E-03	1.00E-05	0	25	208	0.93103
6.0 	1.00E-03	1.00E-05	0	25	212	0.94253
6	1.00E-03	1.00E-05	0	25	216	0.70115
6.0 	1.00E-03	1.00E-05	0	25	220	0.28736
6	1.00E-03	1.00E-05	0	25	224	0.18391
6.0 	1.00E-03	1.00E-05	0	25	228	0.06897
6	1.00E-03	1.00E-05	0	25	232	0.03448
6.0 	1.00E-03	1.00E-05	0	25	236	0.01149
6	1.00E-03	1.00E-05	0	25	240	0.02299
6.0 	1.00E-03	1.00E-05	0	25	4	0
6	1.00E-03	1.00E-05	0	25	8	0
6.0 	1.00E-03	1.00E-05	0	25	12	0
6	1.00E-03	1.00E-05	0	25	16	0
6.0 	1.00E-03	1.00E-05	0	25	20	0
6	1.00E-03	1.00E-05	0	25	24	0
6.0 	1.00E-03	1.00E-05	0	25	28	0
6	1.00E-03	1.00E-05	0	25	32	0
6.0 	1.00E-03	1.00E-05	0	25	36	0
6	1.00E-03	1.00E-05	0	25	40	0
6.0 	1.00E-03	1.00E-05	0	25	44	0
6	1.00E-03	1.00E-05	0	25	48	0
6.0 	1.00E-03	1.00E-05	0	25	52	0
6	1.00E-03	1.00E-05	0	25	56	0
6.0 	1.00E-03	1.00E-05	0	25	60	0
6	1.00E-03	1.00E-05	0	25	64	0.00463
6.0 	1.00E-03	1.00E-05	0	25	68	0.00926
6	1.00E-03	1.00E-05	0	25	72	0.03704
6.0 	1.00E-03	1.00E-05	0	25	76	0.06481
6	1.00E-03	1.00E-05	0	25	80	0.16204
6.0 	1.00E-03	1.00E-05	0	25	84	0.15741
6	1.00E-03	1.00E-05	0	25	88	0.18056
6.0 	1.00E-03	1.00E-05	0	25	92	0.25
6	1.00E-03	1.00E-05	0	25	96	0.25463
6.0 	1.00E-03	1.00E-05	0	25	100	0.27315
6	1.00E-03	1.00E-05	0	25	104	0.2963
6.0 	1.00E-03	1.00E-05	0	25	108	0.28241
6	1.00E-03	1.00E-05	0	25	112	0.30556
6.0 	1.00E-03	1.00E-05	0	25	116	0.28704
6	1.00E-03	1.00E-05	0	25	120	0.31944
6.0 	1.00E-03	1.00E-05	0	25	124	0.30556
6	1.00E-03	1.00E-05	0	25	128	0.32407
6.0 	1.00E-03	1.00E-05	0	25	132	0.31944
6	1.00E-03	1.00E-05	0	25	136	0.2963
6.0 	1.00E-03	1.00E-05	0	25	140	0.31481
6	1.00E-03	1.00E-05	0	25	144	0.31944
6.0 	1.00E-03	1.00E-05	0	25	148	0.34722
6	1.00E-03	1.00E-05	0	25	152	0.31019
6.0 	1.00E-03	1.00E-05	0	25	156	0.31944
6	1.00E-03	1.00E-05	0	25	160	0.31019
6.0 	1.00E-03	1.00E-05	0	25	164	0.27315
6	1.00E-03	1.00E-05	0	25	168	0.33333
6.0 	1.00E-03	1.00E-05	0	25	172	0.32407
6	1.00E-03	1.00E-05	0	25	176	0.30093
6.0 	1.00E-03	1.00E-05	0	25	180	0.31481
6	1.00E-03	1.00E-05	0	25	184	0.30093
6.0 	1.00E-03	1.00E-05	0	25	188	0.31481
6	1.00E-03	1.00E-05	0	25	192	0.33333
6.0 	1.00E-03	1.00E-05	0	25	196	0.33796
6	1.00E-03	1.00E-05	0	25	200	0.30556
6.0 	1.00E-03	1.00E-05	0	25	204	0.31019
6	1.00E-03	1.00E-05	0	25	208	0.2963
6.0 	1.00E-03	1.00E-05	0	25	212	0.29167
6	1.00E-03	1.00E-05	0	25	216	0.31019
6.0 	1.00E-03	1.00E-05	0	25	220	0.27778
6	1.00E-03	1.00E-05	0	25	224	0.18981
6.0 	1.00E-03	1.00E-05	0	25	228	0.16204
6	1.00E-03	1.00E-05	0	25	232	0.08333
6.0 	1.00E-03	1.00E-05	0	25	236	0.12037
6	1.00E-03	1.00E-05	0	25	240	0.08796
6.0 	1.00E-03	1.00E-05	0	25	4	0
6	1.00E-03	1.00E-05	0	25	8	0
6.0 	1.00E-03	1.00E-05	0	25	12	0
6	1.00E-03	1.00E-05	0	25	16	0
6.0 	1.00E-03	1.00E-05	0	25	20	0.40123
6	1.00E-03	1.00E-05	0	25	24	0.75926
6.0 	1.00E-03	1.00E-05	0	25	28	0.90741
6	1.00E-03	1.00E-05	0	25	32	0.98765
6.0 	1.00E-03	1.00E-05	0	25	36	1
6	1.00E-03	1.00E-05	0	25	40	0.98765
6.0 	1.00E-03	1.00E-05	0	25	44	0.99383
6	1.00E-03	1.00E-05	0	25	48	1
6.0 	1.00E-03	1.00E-05	0	25	52	0.98765
6	1.00E-03	1.00E-05	0	25	56	1.01852
6.0 	1.00E-03	1.00E-05	0	25	60	0.99383
6	1.00E-03	1.00E-05	0	25	64	1
6.0 	1.00E-03	1.00E-05	0	25	68	0.98765
6	1.00E-03	1.00E-05	0	25	72	0.98148
6.0 	1.00E-03	1.00E-05	0	25	76	1
6	1.00E-03	1.00E-05	0	25	80	0.99383
6.0 	1.00E-03	1.00E-05	0	25	84	0.98148
6	1.00E-03	1.00E-05	0	25	88	1.01852
6.0 	1.00E-03	1.00E-05	0	25	92	0.98765
6	1.00E-03	1.00E-05	0	25	96	0.98765
6.0 	1.00E-03	1.00E-05	0	25	100	0.99383
6	1.00E-03	1.00E-05	0	25	104	0.98148
6.0 	1.00E-03	1.00E-05	0	25	108	1
6	1.00E-03	1.00E-05	0	25	112	0.98765
6.0 	1.00E-03	1.00E-05	0	25	116	0.99383
6	1.00E-03	1.00E-05	0	25	120	0.98148
6.0 	1.00E-03	1.00E-05	0	25	124	0.98765
6	1.00E-03	1.00E-05	0	25	128	1.01235
6.0 	1.00E-03	1.00E-05	0	25	132	0.97531
6	1.00E-03	1.00E-05	0	25	136	0.93827
6.0 	1.00E-03	1.00E-05	0	25	140	0.98148
6	1.00E-03	1.00E-05	0	25	144	0.95062
6.0 	1.00E-03	1.00E-05	0	25	148	0.98765
6	1.00E-03	1.00E-05	0	25	152	0.97531
6.0 	1.00E-03	1.00E-05	0	25	156	0.99383
6	1.00E-03	1.00E-05	0	25	160	0.98765
6.0 	1.00E-03	1.00E-05	0	25	164	0.97531
6	1.00E-03	1.00E-05	0	25	168	0.96296
6.0 	1.00E-03	1.00E-05	0	25	172	0.98148
6	1.00E-03	1.00E-05	0	25	176	0.95679
6.0 	1.00E-03	1.00E-05	0	25	180	0.98148
6	1.00E-03	1.00E-05	0	25	184	0.96914
6.0 	1.00E-03	1.00E-05	0	25	188	0.99383
6	1.00E-03	1.00E-05	0	25	192	0.94444
6.0 	1.00E-03	1.00E-05	0	25	196	0.97531
6	1.00E-03	1.00E-05	0	25	200	0.9321
6.0 	1.00E-03	1.00E-05	0	25	204	0.98765
6	1.00E-03	1.00E-05	0	25	208	0.98148
6.0 	1.00E-03	1.00E-05	0	25	212	0.96914
6	1.00E-03	1.00E-05	0	25	216	0.67284
6.0 	1.00E-03	1.00E-05	0	25	220	0.32099
6	1.00E-03	1.00E-05	0	25	224	0.04938
6.0 	1.00E-03	1.00E-05	0	25	228	0
6	1.00E-03	1.00E-05	0	25	232	0
6.0 	1.00E-03	1.00E-05	0	25	236	0
6	1.00E-03	1.00E-05	0	25	240	0
6	3.00E-02	1.00E-05	0	25	4	0
6	3.00E-02	1.00E-05	0	25	8	0
6	3.00E-02	1.00E-05	0	25	12	0
6	3.00E-02	1.00E-05	0	25	16	0.1073
6	3.00E-02	1.00E-05	0	25	20	0.45064
6	3.00E-02	1.00E-05	0	25	24	0.56652
6	3.00E-02	1.00E-05	0	25	28	0.65665
6	3.00E-02	1.00E-05	0	25	32	0.66953
6	3.00E-02	1.00E-05	0	25	36	0.67382
6	3.00E-02	1.00E-05	0	25	40	0.6824
6	3.00E-02	1.00E-05	0	25	44	0.69528
