pH	T	BC	NaCl	Eu	t/min	A/A0
3.5	25	25	1.00E-03	1.00E-05	132	0.74798
3.5	25	25	1.00E-03	1.00E-05	136	0.65157
3.5	25	25	1.00E-03	1.00E-05	140	0.72466
3.5	25	25	1.00E-03	1.00E-05	144	0.6713
3.5	25	25	1.00E-03	1.00E-05	148	0.6852
3.5	25	25	1.00E-03	1.00E-05	152	0.75605
3.5	25	25	1.00E-03	1.00E-05	156	0.69148
3.5	25	25	1.00E-03	1.00E-05	160	0.67713
3.5	25	25	1.00E-03	1.00E-05	164	0.70314
3.5	25	25	1.00E-03	1.00E-05	168	0.69596
3.5	25	25	1.00E-03	1.00E-05	172	0.73677
3.5	25	25	1.00E-03	1.00E-05	176	0.68834
3.5	25	25	1.00E-03	1.00E-05	180	0.66861
3.5	25	25	1.00E-03	1.00E-05	184	0.7139
3.5	25	25	1.00E-03	1.00E-05	188	0.65605
3.5	25	25	1.00E-03	1.00E-05	192	0.61256
3.5	25	25	1.00E-03	1.00E-05	196	0.7157
3.5	25	25	1.00E-03	1.00E-05	200	0.66502
3.5	25	25	1.00E-03	1.00E-05	204	0.68206
3.5	25	25	1.00E-03	1.00E-05	208	0.70179
3.5	25	25	1.00E-03	1.00E-05	212	0.65964
3.5	25	25	1.00E-03	1.00E-05	216	0.64978
3.5	25	25	1.00E-03	1.00E-05	220	0.47444
3.5	25	25	1.00E-03	1.00E-05	224	0.1417
3.5	25	25	1.00E-03	1.00E-05	228	0.113
3.5	25	25	1.00E-03	1.00E-05	232	0.03184
3.5	25	25	1.00E-03	1.00E-05	236	0.09417
3.5	25	25	1.00E-03	1.00E-05	240	0.00807
6	25	25	1.00E-03	1.00E-05	4	5.11E-04
6	25	25	1.00E-03	1.00E-05	8	0.08691
6	25	25	1.00E-03	1.00E-05	12	5.11E-04
6	25	25	1.00E-03	1.00E-05	16	0.03119
6	25	25	1.00E-03	1.00E-05	20	0.43712
6	25	25	1.00E-03	1.00E-05	24	0.57311
6	25	25	1.00E-03	1.00E-05	28	0.69018
6	25	25	1.00E-03	1.00E-05	32	0.71728
6	25	25	1.00E-03	1.00E-05	36	0.79039
6	25	25	1.00E-03	1.00E-05	40	0.81033
6	25	25	1.00E-03	1.00E-05	44	0.86759
6	25	25	1.00E-03	1.00E-05	48	0.88497
6	25	25	1.00E-03	1.00E-05	52	0.87577
6	25	25	1.00E-03	1.00E-05	56	0.93558
6	25	25	1.00E-03	1.00E-05	60	0.94427
6	25	25	1.00E-03	1.00E-05	64	0.92536
6	25	25	1.00E-03	1.00E-05	68	0.90951
6	25	25	1.00E-03	1.00E-05	72	0.92894
6	25	25	1.00E-03	1.00E-05	76	0.96012
6	25	25	1.00E-03	1.00E-05	80	0.94121
6	25	25	1.00E-03	1.00E-05	84	0.94939
6	25	25	1.00E-03	1.00E-05	88	0.9637
6	25	25	1.00E-03	1.00E-05	92	0.93916
6	25	25	1.00E-03	1.00E-05	96	0.96728
6	25	25	1.00E-03	1.00E-05	100	0.96421
6	25	25	1.00E-03	1.00E-05	104	0.92843
6	25	25	1.00E-03	1.00E-05	108	0.92791
6	25	25	1.00E-03	1.00E-05	112	0.932
6	25	25	1.00E-03	1.00E-05	116	0.96166
6	25	25	1.00E-03	1.00E-05	120	0.9499
6	25	25	1.00E-03	1.00E-05	124	0.96115
6	25	25	1.00E-03	1.00E-05	128	0.91973
6	25	25	1.00E-03	1.00E-05	132	0.96779
6	25	25	1.00E-03	1.00E-05	136	0.96472
6	25	25	1.00E-03	1.00E-05	140	0.96063
6	25	25	1.00E-03	1.00E-05	144	0.92689
6	25	25	1.00E-03	1.00E-05	148	0.91411
6	25	25	1.00E-03	1.00E-05	152	0.94836
6	25	25	1.00E-03	1.00E-05	156	0.94836
6	25	25	1.00E-03	1.00E-05	160	0.92025
6	25	25	1.00E-03	1.00E-05	164	0.94376
6	25	25	1.00E-03	1.00E-05	168	0.96319
6	25	25	1.00E-03	1.00E-05	172	0.92638
6	25	25	1.00E-03	1.00E-05	176	0.94734
6	25	25	1.00E-03	1.00E-05	180	0.92178
6	25	25	1.00E-03	1.00E-05	184	0.91309
6	25	25	1.00E-03	1.00E-05	188	0.91053
6	25	25	1.00E-03	1.00E-05	192	0.90593
6	25	25	1.00E-03	1.00E-05	196	0.93916
6	25	25	1.00E-03	1.00E-05	200	0.9136
6	25	25	1.00E-03	1.00E-05	204	0.92382
6	25	25	1.00E-03	1.00E-05	208	0.9182
6	25	25	1.00E-03	1.00E-05	212	0.95041
6	25	25	1.00E-03	1.00E-05	216	0.6636
6	25	25	1.00E-03	1.00E-05	220	0.30777
6	25	25	1.00E-03	1.00E-05	224	0.17025
6	25	25	1.00E-03	1.00E-05	228	0.03374
6	25	25	1.00E-03	1.00E-05	232	0.12781
6	25	25	1.00E-03	1.00E-05	236	0.02096
6	25	25	1.00E-03	1.00E-05	240	0.0092
6	25	0	1.00E-02	1.00E-05	4	0.00521
6	25	0	1.00E-02	1.00E-05	8	0.04343
6	25	0	1.00E-02	1.00E-05	12	0.0718
6	25	0	1.00E-02	1.00E-05	16	0.07528
6	25	0	1.00E-02	1.00E-05	20	0.01506
6	25	0	1.00E-02	1.00E-05	24	0.34684
6	25	0	1.00E-02	1.00E-05	28	0.6769
6	25	0	1.00E-02	1.00E-05	32	0.7846
6	25	0	1.00E-02	1.00E-05	36	0.80255
6	25	0	1.00E-02	1.00E-05	40	0.82108
6	25	0	1.00E-02	1.00E-05	44	0.85987
6	25	0	1.00E-02	1.00E-05	48	0.81934
6	25	0	1.00E-02	1.00E-05	52	0.81008
6	25	0	1.00E-02	1.00E-05	56	0.8564
6	25	0	1.00E-02	1.00E-05	60	0.83845
6	25	0	1.00E-02	1.00E-05	64	0.83555
6	25	0	1.00E-02	1.00E-05	68	0.88014
6	25	0	1.00E-02	1.00E-05	72	0.8703
6	25	0	1.00E-02	1.00E-05	76	0.85582
6	25	0	1.00E-02	1.00E-05	80	0.87782
6	25	0	1.00E-02	1.00E-05	84	0.88709
6	25	0	1.00E-02	1.00E-05	88	0.89983
6	25	0	1.00E-02	1.00E-05	92	0.85003
6	25	0	1.00E-02	1.00E-05	96	0.89404
6	25	0	1.00E-02	1.00E-05	100	0.92241
6	25	0	1.00E-02	1.00E-05	104	0.89461
6	25	0	1.00E-02	1.00E-05	108	0.91662
6	25	0	1.00E-02	1.00E-05	112	0.88535
6	25	0	1.00E-02	1.00E-05	116	0.88246
6	25	0	1.00E-02	1.00E-05	120	0.90735
6	25	0	1.00E-02	1.00E-05	124	0.92357
6	25	0	1.00E-02	1.00E-05	128	0.90677
6	25	0	1.00E-02	1.00E-05	132	0.95831
6	25	0	1.00E-02	1.00E-05	136	0.90388
6	25	0	1.00E-02	1.00E-05	140	0.89346
6	25	0	1.00E-02	1.00E-05	144	0.91314
6	25	0	1.00E-02	1.00E-05	148	0.87898
6	25	0	1.00E-02	1.00E-05	152	0.93109
6	25	0	1.00E-02	1.00E-05	156	0.95483
6	25	0	1.00E-02	1.00E-05	160	0.93746
6	25	0	1.00E-02	1.00E-05	164	0.93399
6	25	0	1.00E-02	1.00E-05	168	0.92415
6	25	0	1.00E-02	1.00E-05	172	0.9172
6	25	0	1.00E-02	1.00E-05	176	0.95483
6	25	0	1.00E-02	1.00E-05	180	0.93109
6	25	0	1.00E-02	1.00E-05	184	0.95947
6	25	0	1.00E-02	1.00E-05	188	0.97221
6	25	0	1.00E-02	1.00E-05	192	0.93399
6	25	0	1.00E-02	1.00E-05	196	0.98031
6	25	0	1.00E-02	1.00E-05	200	0.91372
6	25	0	1.00E-02	1.00E-05	204	0.9253
6	25	0	1.00E-02	1.00E-05	208	0.9172
6	25	0	1.00E-02	1.00E-05	212	0.89056
6	25	0	1.00E-02	1.00E-05	216	0.78228
6	25	0	1.00E-02	1.00E-05	220	0.34858
6	25	0	1.00E-02	1.00E-05	224	0.0828
6	25	0	1.00E-02	1.00E-05	228	0.03937
6	25	0	1.00E-02	1.00E-05	232	0.00984
6	25	0	1.00E-02	1.00E-05	236	0.01042
6	25	0	1.00E-02	1.00E-05	240	0.00753
6	25	25	1.00E-02	1.00E-05	4	0.00647
6	25	25	1.00E-02	1.00E-05	8	0.00754
6	25	25	1.00E-02	1.00E-05	12	0.05765
6	25	25	1.00E-02	1.00E-05	16	0.04903
6	25	25	1.00E-02	1.00E-05	20	0.01724
6	25	25	1.00E-02	1.00E-05	24	0.01886
6	25	25	1.00E-02	1.00E-05	28	0.11045
6	25	25	1.00E-02	1.00E-05	32	0.16595
6	25	25	1.00E-02	1.00E-05	36	0.24731
6	25	25	1.00E-02	1.00E-05	40	0.25108
6	25	25	1.00E-02	1.00E-05	44	0.30119
6	25	25	1.00E-02	1.00E-05	48	0.34591
6	25	25	1.00E-02	1.00E-05	52	0.33028
6	25	25	1.00E-02	1.00E-05	56	0.35022
6	25	25	1.00E-02	1.00E-05	60	0.37769
6	25	25	1.00E-02	1.00E-05	64	0.40948
6	25	25	1.00E-02	1.00E-05	68	0.40894
6	25	25	1.00E-02	1.00E-05	72	0.41703
6	25	25	1.00E-02	1.00E-05	76	0.46175
6	25	25	1.00E-02	1.00E-05	80	0.45097
6	25	25	1.00E-02	1.00E-05	84	0.43696
6	25	25	1.00E-02	1.00E-05	88	0.4542
6	25	25	1.00E-02	1.00E-05	92	0.49677
6	25	25	1.00E-02	1.00E-05	96	0.49461
6	25	25	1.00E-02	1.00E-05	100	0.4639
6	25	25	1.00E-02	1.00E-05	104	0.52802
6	25	25	1.00E-02	1.00E-05	108	0.47953
6	25	25	1.00E-02	1.00E-05	112	0.49246
6	25	25	1.00E-02	1.00E-05	116	0.49784
6	25	25	1.00E-02	1.00E-05	120	0.56627
6	25	25	1.00E-02	1.00E-05	124	0.57274
6	25	25	1.00E-02	1.00E-05	128	0.54041
6	25	25	1.00E-02	1.00E-05	132	0.5361
6	25	25	1.00E-02	1.00E-05	136	0.52425
6	25	25	1.00E-02	1.00E-05	140	0.51293
6	25	25	1.00E-02	1.00E-05	144	0.53664
6	25	25	1.00E-02	1.00E-05	148	0.56088
6	25	25	1.00E-02	1.00E-05	152	0.57597
6	25	25	1.00E-02	1.00E-05	156	0.60291
6	25	25	1.00E-02	1.00E-05	160	0.58028
6	25	25	1.00E-02	1.00E-05	164	0.5819
6	25	25	1.00E-02	1.00E-05	168	0.60345
6	25	25	1.00E-02	1.00E-05	172	0.56412
6	25	25	1.00E-02	1.00E-05	176	0.63147
6	25	25	1.00E-02	1.00E-05	180	0.65894
6	25	25	1.00E-02	1.00E-05	184	0.60938
6	25	25	1.00E-02	1.00E-05	188	0.62231
6	25	25	1.00E-02	1.00E-05	192	0.66218
6	25	25	1.00E-02	1.00E-05	196	0.67241
6	25	25	1.00E-02	1.00E-05	200	0.6875
6	25	25	1.00E-02	1.00E-05	204	0.73599
6	25	25	1.00E-02	1.00E-05	208	0.59914
6	25	25	1.00E-02	1.00E-05	212	0.52856
6	25	25	1.00E-02	1.00E-05	216	0.3125
6	25	25	1.00E-02	1.00E-05	220	0.10614
6	25	25	1.00E-02	1.00E-05	224	0.09321
6	25	25	1.00E-02	1.00E-05	228	0.02209
6	25	25	1.00E-02	1.00E-05	232	0.04095
6	25	25	1.00E-02	1.00E-05	236	0.04634
6	25	25	1.00E-02	1.00E-05	240	0.02532
6	25	50	1.00E-02	1.00E-05	4	0.02685
6	25	50	1.00E-02	1.00E-05	8	0.01438
6	25	50	1.00E-02	1.00E-05	12	0.0163
6	25	50	1.00E-02	1.00E-05	16	0.01198
6	25	50	1.00E-02	1.00E-05	20	0.07766
6	25	50	1.00E-02	1.00E-05	24	0.03356
6	25	50	1.00E-02	1.00E-05	28	0.1117
6	25	50	1.00E-02	1.00E-05	32	0.08869
6	25	50	1.00E-02	1.00E-05	36	0.15484
6	25	50	1.00E-02	1.00E-05	40	0.17162
6	25	50	1.00E-02	1.00E-05	44	0.1232
6	25	50	1.00E-02	1.00E-05	48	0.15197
6	25	50	1.00E-02	1.00E-05	52	0.15005
6	25	50	1.00E-02	1.00E-05	56	0.16874
6	25	50	1.00E-02	1.00E-05	60	0.17785
6	25	50	1.00E-02	1.00E-05	64	0.12991
6	25	50	1.00E-02	1.00E-05	68	0.14621
6	25	50	1.00E-02	1.00E-05	72	0.16491
6	25	50	1.00E-02	1.00E-05	76	0.16683
6	25	50	1.00E-02	1.00E-05	80	0.13375
6	25	50	1.00E-02	1.00E-05	84	0.19655
6	25	50	1.00E-02	1.00E-05	88	0.19415
6	25	50	1.00E-02	1.00E-05	92	0.19703
6	25	50	1.00E-02	1.00E-05	96	0.20134
6	25	50	1.00E-02	1.00E-05	100	0.21477
6	25	50	1.00E-02	1.00E-05	104	0.21333
6	25	50	1.00E-02	1.00E-05	108	0.20949
6	25	50	1.00E-02	1.00E-05	112	0.20853
6	25	50	1.00E-02	1.00E-05	116	0.2488
6	25	50	1.00E-02	1.00E-05	120	0.22052
6	25	50	1.00E-02	1.00E-05	124	0.19895
6	25	50	1.00E-02	1.00E-05	128	0.21716
6	25	50	1.00E-02	1.00E-05	132	0.21572
6	25	50	1.00E-02	1.00E-05	136	0.21045
6	25	50	1.00E-02	1.00E-05	140	0.2349
6	25	50	1.00E-02	1.00E-05	144	0.24257
6	25	50	1.00E-02	1.00E-05	148	0.26222
6	25	50	1.00E-02	1.00E-05	152	0.26989
6	25	50	1.00E-02	1.00E-05	156	0.27133
6	25	50	1.00E-02	1.00E-05	160	0.2651
6	25	50	1.00E-02	1.00E-05	164	0.27037
6	25	50	1.00E-02	1.00E-05	168	0.27756
6	25	50	1.00E-02	1.00E-05	172	0.25407
6	25	50	1.00E-02	1.00E-05	176	0.25599
6	25	50	1.00E-02	1.00E-05	180	0.29147
6	25	50	1.00E-02	1.00E-05	184	0.28284
6	25	50	1.00E-02	1.00E-05	188	0.27469
6	25	50	1.00E-02	1.00E-05	192	0.28236
6	25	50	1.00E-02	1.00E-05	196	0.27229
6	25	50	1.00E-02	1.00E-05	200	0.2977
6	25	50	1.00E-02	1.00E-05	204	0.30777
6	25	50	1.00E-02	1.00E-05	208	0.32407
6	25	50	1.00E-02	1.00E-05	212	0.35187
6	25	50	1.00E-02	1.00E-05	216	0.12128
6	25	50	1.00E-02	1.00E-05	220	0.0954
6	25	50	1.00E-02	1.00E-05	224	0.03979
6	25	50	1.00E-02	1.00E-05	228	0.01918
6	25	50	1.00E-02	1.00E-05	232	0.02349
6	25	50	1.00E-02	1.00E-05	236	0.00623
6	25	50	1.00E-02	1.00E-05	240	0.02157
6	25	25	1.00E-03	1.00E-05	4	0
6	25	25	1.00E-03	1.00E-05	8	0
6	25	25	1.00E-03	1.00E-05	12	0
6	25	25	1.00E-03	1.00E-05	16	0
6	25	25	1.00E-03	1.00E-05	20	0
6	25	25	1.00E-03	1.00E-05	24	0
6	25	25	1.00E-03	1.00E-05	28	0
6	25	25	1.00E-03	1.00E-05	32	0
6	25	25	1.00E-03	1.00E-05	36	0
6	25	25	1.00E-03	1.00E-05	40	0
6	25	25	1.00E-03	1.00E-05	44	0
6	25	25	1.00E-03	1.00E-05	48	0
6	25	25	1.00E-03	1.00E-05	52	0
6	25	25	1.00E-03	1.00E-05	56	0
6	25	25	1.00E-03	1.00E-05	60	0
6	25	25	1.00E-03	1.00E-05	64	0.00463
6	25	25	1.00E-03	1.00E-05	68	0.00926
6	25	25	1.00E-03	1.00E-05	72	0.03704
6	25	25	1.00E-03	1.00E-05	76	0.06481
6	25	25	1.00E-03	1.00E-05	80	0.16204
6	25	25	1.00E-03	1.00E-05	84	0.15741
6	25	25	1.00E-03	1.00E-05	88	0.18056
6	25	25	1.00E-03	1.00E-05	92	0.25
6	25	25	1.00E-03	1.00E-05	96	0.25463
6	25	25	1.00E-03	1.00E-05	100	0.27315
6	25	25	1.00E-03	1.00E-05	104	0.2963
6	25	25	1.00E-03	1.00E-05	108	0.28241
6	25	25	1.00E-03	1.00E-05	112	0.30556
6	25	25	1.00E-03	1.00E-05	116	0.28704
6	25	25	1.00E-03	1.00E-05	120	0.31944
6	25	25	1.00E-03	1.00E-05	124	0.30556
6	25	25	1.00E-03	1.00E-05	128	0.32407
6	25	25	1.00E-03	1.00E-05	132	0.31944
6	25	25	1.00E-03	1.00E-05	136	0.2963
6	25	25	1.00E-03	1.00E-05	140	0.31481
6	25	25	1.00E-03	1.00E-05	144	0.31944
6	25	25	1.00E-03	1.00E-05	148	0.34722
6	25	25	1.00E-03	1.00E-05	152	0.31019
6	25	25	1.00E-03	1.00E-05	156	0.31944
6	25	25	1.00E-03	1.00E-05	160	0.31019
6	25	25	1.00E-03	1.00E-05	164	0.27315
6	25	25	1.00E-03	1.00E-05	168	0.33333
6	25	25	1.00E-03	1.00E-05	172	0.32407
6	25	25	1.00E-03	1.00E-05	176	0.30093
6	25	25	1.00E-03	1.00E-05	180	0.31481
6	25	25	1.00E-03	1.00E-05	184	0.30093
6	25	25	1.00E-03	1.00E-05	188	0.31481
6	25	25	1.00E-03	1.00E-05	192	0.33333
6	25	25	1.00E-03	1.00E-05	196	0.33796
6	25	25	1.00E-03	1.00E-05	200	0.30556
6	25	25	1.00E-03	1.00E-05	204	0.31019
6	25	25	1.00E-03	1.00E-05	208	0.2963
6	25	25	1.00E-03	1.00E-05	212	0.29167
6	25	25	1.00E-03	1.00E-05	216	0.31019
6	25	25	1.00E-03	1.00E-05	220	0.27778
6	25	25	1.00E-03	1.00E-05	224	0.18981
6	25	25	1.00E-03	1.00E-05	228	0.16204
6	25	25	1.00E-03	1.00E-05	232	0.08333
6	25	25	1.00E-03	1.00E-05	236	0.12037
6	25	25	1.00E-03	1.00E-05	240	0.08796
6	25	25	1.00E-03	1.00E-05	4	0
6	25	25	1.00E-03	1.00E-05	8	0
6	25	25	1.00E-03	1.00E-05	12	0
6	25	25	1.00E-03	1.00E-05	16	0
6	25	25	1.00E-03	1.00E-05	20	0.35185
6	25	25	1.00E-03	1.00E-05	24	0.68519
6	25	25	1.00E-03	1.00E-05	28	0.75926
6	25	25	1.00E-03	1.00E-05	32	0.7963
6	25	25	1.00E-03	1.00E-05	36	0.81481
6	25	25	1.00E-03	1.00E-05	40	0.81481
6	25	25	1.00E-03	1.00E-05	44	0.83333
6	25	25	1.00E-03	1.00E-05	48	0.85185
6	25	25	1.00E-03	1.00E-05	52	0.83333
6	25	25	1.00E-03	1.00E-05	56	0.85185
6	25	25	1.00E-03	1.00E-05	60	0.85185
6	25	25	1.00E-03	1.00E-05	64	0.83333
6	25	25	1.00E-03	1.00E-05	68	0.87037
6	25	25	1.00E-03	1.00E-05	72	0.85185
6	25	25	1.00E-03	1.00E-05	76	0.83333
6	25	25	1.00E-03	1.00E-05	80	0.85185
6	25	25	1.00E-03	1.00E-05	84	0.85185
6	25	25	1.00E-03	1.00E-05	88	0.87037
6	25	25	1.00E-03	1.00E-05	92	0.85185
6	25	25	1.00E-03	1.00E-05	96	0.85185
6	25	25	1.00E-03	1.00E-05	100	0.87037
6	25	25	1.00E-03	1.00E-05	104	0.83333
6	25	25	1.00E-03	1.00E-05	108	0.85185
6	25	25	1.00E-03	1.00E-05	112	0.87037
6	25	25	1.00E-03	1.00E-05	116	0.85185
6	25	25	1.00E-03	1.00E-05	120	0.85185
6	25	25	1.00E-03	1.00E-05	124	0.83333
6	25	25	1.00E-03	1.00E-05	128	0.87037
6	25	25	1.00E-03	1.00E-05	132	0.85185
6	25	25	1.00E-03	1.00E-05	136	0.87037
6	25	25	1.00E-03	1.00E-05	140	0.83333
6	25	25	1.00E-03	1.00E-05	144	0.85185
6	25	25	1.00E-03	1.00E-05	148	0.85185
6	25	25	1.00E-03	1.00E-05	152	0.83333
6	25	25	1.00E-03	1.00E-05	156	0.87037
6	25	25	1.00E-03	1.00E-05	160	0.85185
6	25	25	1.00E-03	1.00E-05	164	0.85185
6	25	25	1.00E-03	1.00E-05	168	0.87037
6	25	25	1.00E-03	1.00E-05	172	0.85185
6	25	25	1.00E-03	1.00E-05	176	0.85185
6	25	25	1.00E-03	1.00E-05	180	0.87037
6	25	25	1.00E-03	1.00E-05	184	0.85185
6	25	25	1.00E-03	1.00E-05	188	0.85185
6	25	25	1.00E-03	1.00E-05	192	0.85185
6	25	25	1.00E-03	1.00E-05	196	0.83333
6	25	25	1.00E-03	1.00E-05	200	0.85185
6	25	25	1.00E-03	1.00E-05	204	0.85185
6	25	25	1.00E-03	1.00E-05	208	0.83333
6	25	25	1.00E-03	1.00E-05	212	0.81481
6	25	25	1.00E-03	1.00E-05	216	0.25926
6	25	25	1.00E-03	1.00E-05	220	0.09259
6	25	25	1.00E-03	1.00E-05	224	0.03704
6	25	25	1.00E-03	1.00E-05	228	0
6	25	25	1.00E-03	1.00E-05	232	0
6	25	25	1.00E-03	1.00E-05	236	0
6	25	25	1.00E-03	1.00E-05	240	0
6	25	25	1.00E-03	1.00E-05	4	0
6	25	25	1.00E-03	1.00E-05	8	0
6	25	25	1.00E-03	1.00E-05	12	0
6	25	25	1.00E-03	1.00E-05	16	0
6	25	25	1.00E-03	1.00E-05	20	0.01724
6	25	25	1.00E-03	1.00E-05	24	0.01724
6	25	25	1.00E-03	1.00E-05	28	0.06897
6	25	25	1.00E-03	1.00E-05	32	0.08621
6	25	25	1.00E-03	1.00E-05	36	0.06897
6	25	25	1.00E-03	1.00E-05	40	0.08621
6	25	25	1.00E-03	1.00E-05	44	0.10345
6	25	25	1.00E-03	1.00E-05	48	0.08621
6	25	25	1.00E-03	1.00E-05	52	0.06897
6	25	25	1.00E-03	1.00E-05	56	0.08621
6	25	25	1.00E-03	1.00E-05	60	0.10345
6	25	25	1.00E-03	1.00E-05	64	0.08621
6	25	25	1.00E-03	1.00E-05	68	0.06897
6	25	25	1.00E-03	1.00E-05	72	0.10345
6	25	25	1.00E-03	1.00E-05	76	0.08621
6	25	25	1.00E-03	1.00E-05	80	0.06897
6	25	25	1.00E-03	1.00E-05	84	0.06897
6	25	25	1.00E-03	1.00E-05	88	0.08621
6	25	25	1.00E-03	1.00E-05	92	0.10345
6	25	25	1.00E-03	1.00E-05	96	0.06897
6	25	25	1.00E-03	1.00E-05	100	0.08621
6	25	25	1.00E-03	1.00E-05	104	0.10345
6	25	25	1.00E-03	1.00E-05	108	0.08621
6	25	25	1.00E-03	1.00E-05	112	0.06897
6	25	25	1.00E-03	1.00E-05	116	0.10345
6	25	25	1.00E-03	1.00E-05	120	0.10345
6	25	25	1.00E-03	1.00E-05	124	0.08621
6	25	25	1.00E-03	1.00E-05	128	0.08621
6	25	25	1.00E-03	1.00E-05	132	0.08621
6	25	25	1.00E-03	1.00E-05	136	0.06897
6	25	25	1.00E-03	1.00E-05	140	0.05172
6	25	25	1.00E-03	1.00E-05	144	0.06897
6	25	25	1.00E-03	1.00E-05	148	0.06897
6	25	25	1.00E-03	1.00E-05	152	0.10345
6	25	25	1.00E-03	1.00E-05	156	0.06897
6	25	25	1.00E-03	1.00E-05	160	0.12069
6	25	25	1.00E-03	1.00E-05	164	0.05172
6	25	25	1.00E-03	1.00E-05	168	0.08621
6	25	25	1.00E-03	1.00E-05	172	0.05172
6	25	25	1.00E-03	1.00E-05	176	0.10345
6	25	25	1.00E-03	1.00E-05	180	0.12069
6	25	25	1.00E-03	1.00E-05	184	0.05172
6	25	25	1.00E-03	1.00E-05	188	0.06897
6	25	25	1.00E-03	1.00E-05	192	0.05172
6	25	25	1.00E-03	1.00E-05	196	0.06897
6	25	25	1.00E-03	1.00E-05	200	0.08621
6	25	25	1.00E-03	1.00E-05	204	0.08621
6	25	25	1.00E-03	1.00E-05	208	0.10345
6	25	25	1.00E-03	1.00E-05	212	0.05172
6	25	25	1.00E-03	1.00E-05	216	0.05172
6	25	25	1.00E-03	1.00E-05	220	0.03448
6	25	25	1.00E-03	1.00E-05	224	0.05172
6	25	25	1.00E-03	1.00E-05	228	0
6	25	25	1.00E-03	1.00E-05	232	0
6	25	25	1.00E-03	1.00E-05	236	0
6	25	25	1.00E-03	1.00E-05	240	0
6	25	25	1.00E-03	1.00E-05	4	0
6	25	25	1.00E-03	1.00E-05	8	0
6	25	25	1.00E-03	1.00E-05	12	0
6	25	25	1.00E-03	1.00E-05	16	0
6	25	25	1.00E-03	1.00E-05	20	0
6	25	25	1.00E-03	1.00E-05	24	0.05
6	25	25	1.00E-03	1.00E-05	28	0.05
6	25	25	1.00E-03	1.00E-05	32	0.0375
6	25	25	1.00E-03	1.00E-05	36	0.0375
6	25	25	1.00E-03	1.00E-05	40	0.0375
6	25	25	1.00E-03	1.00E-05	44	0.0375
6	25	25	1.00E-03	1.00E-05	48	0.025
6	25	25	1.00E-03	1.00E-05	52	0.025
6	25	25	1.00E-03	1.00E-05	56	0.0375
6	25	25	1.00E-03	1.00E-05	60	0.0375
6	25	25	1.00E-03	1.00E-05	64	0.0375
6	25	25	1.00E-03	1.00E-05	68	0.0375
6	25	25	1.00E-03	1.00E-05	72	0.05
6	25	25	1.00E-03	1.00E-05	76	0.05
6	25	25	1.00E-03	1.00E-05	80	0.05
6	25	25	1.00E-03	1.00E-05	84	0.0375
6	25	25	1.00E-03	1.00E-05	88	0.05
6	25	25	1.00E-03	1.00E-05	92	0.0375
6	25	25	1.00E-03	1.00E-05	96	0.05
6	25	25	1.00E-03	1.00E-05	100	0.0625
6	25	25	1.00E-03	1.00E-05	104	0.0375
6	25	25	1.00E-03	1.00E-05	108	0.0625
6	25	25	1.00E-03	1.00E-05	112	0.0625
6	25	25	1.00E-03	1.00E-05	116	0.05
6	25	25	1.00E-03	1.00E-05	120	0.05
6	25	25	1.00E-03	1.00E-05	124	0.0375
6	25	25	1.00E-03	1.00E-05	128	0.05
6	25	25	1.00E-03	1.00E-05	132	0.05
6	25	25	1.00E-03	1.00E-05	136	0.0625
6	25	25	1.00E-03	1.00E-05	140	0.0625
6	25	25	1.00E-03	1.00E-05	144	0.0375
6	25	25	1.00E-03	1.00E-05	148	0.025
6	25	25	1.00E-03	1.00E-05	152	0.025
6	25	25	1.00E-03	1.00E-05	156	0.0625
6	25	25	1.00E-03	1.00E-05	160	0.0625
6	25	25	1.00E-03	1.00E-05	164	0.0375
6	25	25	1.00E-03	1.00E-05	168	0.0625
6	25	25	1.00E-03	1.00E-05	172	0.05
6	25	25	1.00E-03	1.00E-05	176	0.05
6	25	25	1.00E-03	1.00E-05	180	0.0375
6	25	25	1.00E-03	1.00E-05	184	0.05
6	25	25	1.00E-03	1.00E-05	188	0.0375
6	25	25	1.00E-03	1.00E-05	192	0.05
6	25	25	1.00E-03	1.00E-05	196	0.0625
6	25	25	1.00E-03	1.00E-05	200	0.0375
6	25	25	1.00E-03	1.00E-05	204	0.05
6	25	25	1.00E-03	1.00E-05	208	0.05
6	25	25	1.00E-03	1.00E-05	212	0.0375
6	25	25	1.00E-03	1.00E-05	216	0.0375
6	25	25	1.00E-03	1.00E-05	220	0.05
6	25	25	1.00E-03	1.00E-05	224	0.025
6	25	25	1.00E-03	1.00E-05	228	0
6	25	25	1.00E-03	1.00E-05	232	0
6	25	25	1.00E-03	1.00E-05	236	0
6	25	25	1.00E-03	1.00E-05	240	0
3.5	25	25	1.00E-03	1.00E-05	4	0
3.5	25	25	1.00E-03	1.00E-05	8	0
3.5	25	25	1.00E-03	1.00E-05	12	0
3.5	25	25	1.00E-03	1.00E-05	16	0
3.5	25	25	1.00E-03	1.00E-05	20	0.10909
3.5	25	25	1.00E-03	1.00E-05	24	0.14545
3.5	25	25	1.00E-03	1.00E-05	28	0.16364
3.5	25	25	1.00E-03	1.00E-05	32	0.2
3.5	25	25	1.00E-03	1.00E-05	36	0.21818
3.5	25	25	1.00E-03	1.00E-05	40	0.25455
3.5	25	25	1.00E-03	1.00E-05	44	0.27273
3.5	25	25	1.00E-03	1.00E-05	48	0.27273
